OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
9237619,1905.71484375,293.434948301826,4961,Flores Boutique Hotel & Spa,"Bizproposta, Lda","Circuito da Razão\, Unipessoal\, Lda",HotelApartamento,4,20,40,7,0,13,0,0,NaoIntegra,,Não,Não,0,Sim,"Bar; Piscina interior; Ginásio; SPA; Jardim",2014,Sim,2015/06/09 00:00:00+00,2020/06/09 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,www.ocahotels.com,direccion.oriental@ocahotels.pt,"Rua das Flores, 139",4050-266,Porto,"41,1446958968697 ; -8,61310750756255",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,,,,,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,,,Não,4961
9237756,4058.76806640625,267.275885229993,5136,Vincci Porto,"FALOPIN HOTEIS - HOTELARIA E SERVIÇOS, LDA",LUSOVINCCI UNIPESSOAL LDA,Hotel,4,95,190,92,3,0,0,0,NaoIntegra,,Não,Sim,140,Não,2 salas de reuniões,0,Sim,2015/03/27 00:00:00+00,2020/03/27 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,porto@vinccihoteles.com,"Alameda Basílio Teles, 29/33",4150-127,Porto,"41,1471275268821 ; -8,6321402152742",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,5136
9238094,5.53515625,8.35209790995881,5608,Descobertas Boutique Hotel,ALEGRE E AGRADAVEL LDA,ALEGRE E AGRADAVEL LDA,Hotel,4,18,36,18,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Business center",2015,Sim,2015/07/22 00:00:00+00,2020/07/22 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,geral@descobertasboutiquehotel.com,Rua Fonte Taurina 14-22,4050-269,Porto,"41,1406774988764 ; -8,61339833850789",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,5608
9238155,2289.6875,265.042586918241,568,Grande Hotel do Porto,SOC HOTELEIRA PORTUGAL LDA,SOC HOTELEIRA PORTUGAL LDA,Hotel,3,94,188,86,8,0,0,0,NaoIntegra,,Não,Sim,100,Não,"Sala de reuniões; Bar; Restaurante; Sala de jantar VIP; Terraço; Ginásio; Sala de massagens",1919,Sim,2020/01/31 00:00:00+00,2025/01/31 00:00:00+00,Não,,Não,Não,Não,,Não,,Sim,Biosphere Responsible Tourism,Sim,www.grandehotelporto.com,direcao@grandehotelporto.com,"Rua Santa Catarina, 197",4000-450,Porto,"41,1480969952081 ; -8,60709867230672",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/02/11 00:00:00+00,Sim,568
9238276,1725.33935546875,213.340096405868,5838,NH COLLECTION PORTO BATALHA,PALACIO BATALHA HOTEL - UTILIDADES TURISTICAS LDA,PALACIO BATALHA HOTEL - UTILIDADES TURISTICAS LDA,Hotel,4,107,210,104,3,0,0,0,NaoIntegra,,Não,Sim,120,Sim,"Restaurante; Bar; ",2015,Sim,2015/09/17 00:00:00+00,2020/09/17 00:00:00+00,Não,,Sim,Não,Não,,Sim,Norma NP EN ISO 9001:2008,Sim,HCCP,Sim,,cristovao@donaines.pt,Praça da Batalha nº 62,4000-101,Porto,"41,1452371836975 ; -8,60670775250663",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,5838
9238294,3709.76904296875,302.944361118331,586,HOTEL CRISTAL PORTO,"QuintaEtapa, Lda","QuintaEtapa, Lda",Hotel,4,94,182,92,2,0,0,0,NaoIntegra,,Não,Sim,200,Não,"Área de estar, bar, restaurante",2010,Sim,2016/08/31 00:00:00+00,2021/08/31 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hoteiscristal.pt,comercialporto@hoteiscristal.pt,"Travessa Antero de Quental, 360",4000-087,Porto,"41,1608892177009 ; -8,61111613616457",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,586
9238353,5.5126953125,8.33606478430176,5950,Hotel Apartamento Porto River,Issimo sociedade comercial e Hoteleira Lda,Issimo sociedade comercial e Hoteleira Lda,HotelApartamento,4,0,34,0,0,16,0,0,NaoIntegra,,Não,Não,0,Não,"Loja; Esplanada, Sala de estar, sala de pequenos almoços",2015,Sim,2016/04/28 00:00:00+00,2021/04/28 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.portoriver.pt,reservas@portoriver.pt,"Rua dos Canastreiros, 50",4050-149,Porto,"41,1407595021697 ; -8,61211647494983",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,5950
9238479,5.5400390625,8.35416236741989,6172,Casa do Conto arts&residence,Maria Alexandra Tavares Coutinho Rodrigues Grande,CASA DO CONTO LDA,TurismoDeHabitacao,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,0,NA,2014/06/20 00:00:00+00,2019/06/20 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casadoconto.com,info@casadoconto.com,Rua da Boavista 703,4050-110,Porto,"41,156512767071 ; -8,62162402374348",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,6172
9238503,5936.10986328125,376.337327510526,6262,Hotel Eurostars Heroísmo,"I.M.E. - IMÓVEIS E EMPRENDIMENTOS HOTELEIROS, S.A.","I.M.E. - IMÓVEIS E EMPRENDIMENTOS HOTELEIROS, S.A.",Hotel,4,153,306,141,12,0,0,0,NaoIntegra,,Não,Sim,400,Não,"Business center; Salas polivalentes; Circuito de manutenção",2016,Sim,2016/06/01 00:00:00+00,2021/06/01 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.eurostarshotels.com.pt/eurostars-herois,info@eurostarsheroismo.com,"Rua do Heroísmo 235,237",4300-259,Porto,"41,1459981606027 ; -8,59315401384884",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,6262
9238535,440.830078125,89.5066117010093,6355,Hotel Premium Porto Downtown,"Onda Oscilante - Unipessoal, Lda","Hotel Premium Porto Downtown, Lda.",Hotel,4,56,111,56,0,0,0,0,NaoIntegra,,Não,Sim,25,Não,"Zona de estar; Sala de conferências.",0,Sim,2017/01/04 00:00:00+00,2022/01/04 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,armindo.daisson@hoteispremium.com,"Av. Rodrigo de Freitas, 427",4000-423,Porto,"41,1453184057661 ; -8,60468324626267",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,6355
9238554,3436.24951171875,264.658242770619,6389,Condes de Azevedo Palace,Oportunidade FEIFF,VILLA AVENIDA HOTEL S A,ApartamentosTuristicos,5,19,48,0,0,19,0,0,NaoIntegra,,Não,Não,0,Não,Cafetaria,2016,Sim,2020/03/08 00:00:00+00,2025/03/08 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.condesdeazevedopalace.com,info@condesdeazevedopalace.com,"Rua Saraiva de Carvalho, 61-65",4000-520,Porto,"41,1435329851789 ; -8,60908063416438",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/03/13 00:00:00+00,Sim,6389
9238557,4084.44873046875,308.426370025981,6393,Hotel Eurostars Porto Douro,"Outside the Box, SA",Eurostars Porto Douro,Hotel,4,59,104,59,0,0,0,0,NaoIntegra,,Não,Sim,40,Não,"Restaurante; Bar; Sala de estar; Salas Polivalentes (3);",2016,Sim,2016/08/08 00:00:00+00,2021/08/08 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.eurostarsportodouro.com,reservas@eurostarsportodouro.com,"Av. Gustavo Eiffel, 22",4000-279,Porto,"41,1420984840977 ; -8,60527364589234",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,6393
9238640,618.65234375,125.652123314508,6554,Porto AS1829 Hotel,"Henara - Sociedade de Empreendimentos e Investimentos Imobiliários, Lda","LUX MUNDI-EMPREENDIMENTOS HOTELEIROS, S.A.",Hotel,4,41,69,41,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Loja/papelaria; Sala de refeições; Esplanadas",2015,Sim,2017/05/15 00:00:00+00,2022/05/15 00:00:00+00,Não,,Não,Não,Sim,ISO14001,Sim,ISO 9001,Não,,Não,www.artsoulgroup.com,rui.torrao@artsoulgroup.com,"Largo de São Domingos, 45",4050-545,Porto,"41,1430494634416 ; -8,61499016232373",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,6554
9238721,1901.232421875,188.478351716043,682,Hotel Boa-Vista,"FozPraia Hotelaria e Turismo, Sa","Castelo Foz - Actividades Hoteleiras, Lda",Hotel,3,71,131,68,3,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Salas de estar; Sala polivalente; Piscina coberta; Terraço; Bar",1982,Sim,2017/04/28 00:00:00+00,2022/04/28 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelboavista.com,info@hotelboavista.com,"Esplanada do Castelo, 58",4150-196,Porto,"41,1498145012638 ; -8,67395144944035",Fiavel,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,POC Caminha - Espinho,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,682
9238733,350.5771484375,91.7544586010971,6873,Hotel Exe Almada Porto,"TBRI - THE BUILDING REVOLUTION INSIDERS, LDA",Sociedade Hoteleira da Rua do Rosário,Hotel,4,64,105,63,1,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Bar; Restaurante; Business Center; Sala Polivalente; Esplanada do Restaurante",2017,Sim,2017/06/22 00:00:00+00,2022/06/22 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,,dir@exealmadaporto.com,Rua do Almada 361,4050-038,Porto,"41,1501620279416 ; -8,61229107640347",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,6873
9238833,1830.23046875,190.352787351605,7081,Eurostars Porto Douro - Apartamentos Turísticos,Outside The Box,Eurostars Porto Douro,ApartamentosTuristicos,4,46,92,0,0,46,0,0,NaoIntegra,,Não,Não,0,Não,-,2017,Sim,2017/11/07 00:00:00+00,2022/11/07 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,www.eurostarsportodouro.com,anabela.morado@eurostarshotelcompany.com,"Av. Gustavo Eiffel, 10",4000-279,Porto,"41,1420443480074 ; -8,60445087947707",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,7081
9238837,5.51904296875,8.33773501506317,7086,Stay Hotel Porto Centro Trindade,"Companhia de Seguros Allianz, S.A.",JUST STAY HOTELS S A,Hotel,3,73,143,73,0,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Bar; Zona de estar",2017,Sim,2017/10/26 00:00:00+00,2022/10/26 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.stayhotels.pt,portotrindade@stayhotels.pt,"Rua Gonçalo Cristovão, 111",4000-408,Porto,"41,1532909107573 ; -8,60698237381877",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,,,,,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,,,Sim,7086
9238840,1200.66259765625,141.868635675556,7090,Hotel Spot Family Suites,Encontros e Achados Lda,ABCFV Lda,Hotel,1,26,55,13,13,0,0,0,NaoIntegra,,Não,Não,0,Não,,2017,Sim,2021/06/24 00:00:00+00,2026/06/24 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.spotfamilysuites.pt/,spotfamilysuites@sapo.pt,"Rua do Bolhão nº 85 - 3º, 5º, 6º e 7º pisos",4000-112,Porto,"41,1510324981129 ; -8,60768765633989",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2021/06/29 00:00:00+00,Sim,7090
9238885,2445.7783203125,219.828162073519,7163,Eurostars Porto Centro,"NELCORT INVESTMENTS 2016, S.L.","Sole y Stelle Hotels, Lda",Hotel,4,74,148,65,9,0,0,0,NaoIntegra,,Não,Não,0,Não,"Restaurante/Bar; Esplanada com zona ajardinada",2017,Sim,2018/02/20 00:00:00+00,2023/02/20 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,,anabela.morado@eurostarshotelcompany.com,"Rua Sampaio Bruno, 77",4000-124,Porto,"41,1469308385387 ; -8,60991320872354",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Sim,Sim,,Sim,7163
9238897,776.97998046875,115.8283393426,7185,Hotel S. José,SOC HOTELEIRA S JOSE LDA,SOC HOTELEIRA S JOSE LDA,Hotel,3,43,86,35,8,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Sala de conferências",0,Sim,2019/10/18 00:00:00+00,2024/10/18 00:00:00+00,Não,,Não,Sim,Não,,Não,,Não,,Não,www.saojosehotelporto.com,hotelsaojose@hotelsjose.pt,"Rua da Alegria, 172",4000-034,Porto,"41,1495355787741 ; -8,60399468436533",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/10/24 00:00:00+00,Sim,7185
9238951,1351.9853515625,221.056258451439,728,Tryp Porto Centro,HOTEL PORTO CENTRO LDA,"HOTI STAR - PORTUGAL HOT?IS, S.A.",Hotel,3,58,115,58,0,0,0,0,NaoIntegra,,Não,Sim,115,Não,Bar e zona de estar,1982,Sim,2019/06/07 00:00:00+00,2024/06/07 00:00:00+00,Não,,Não,Não,Não,,Sim,HACCP,Não,,Não,www.trypportocentro.com,geral@hotihoteis.com,Rua da Alegria 685-689,4000-046,Porto,"41,1571659854992 ; -8,60249250483674",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/06/14 00:00:00+00,Sim,728
9238991,8181.25537109375,398.646434468171,7373,bnapartments Carregal,Maria de Fátima Ferreira Ferrão de Vasconcelos e Outras,"JGGAPARTMENTS - Alojamentos Turísticos, Lda",ApartamentosTuristicos,3,16,32,0,0,16,0,0,NaoIntegra,,Não,Não,0,Não,"Sala de estar; Copa/vending; Piscina exterior",2017,Sim,2018/10/30 00:00:00+00,2023/10/30 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.bnapartments.com,staff@bnapartments.com,"Travessa do Carregal, 87",4050-167,Porto,"41,1494151761053 ; -8,61813309018348",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,7373
9239035,5.52001953125,8.33882624839789,746,BessaHotel Boavista,"TURISBESSA, LDA","TURISBESSA, LDA",Hotel,4,109,218,107,2,0,0,0,NaoIntegra,,Não,Sim,480,Não,"Ginásio; Auditório; Bar e zona de estar; Biblioteca; Esplanadas; Ponto de internet",2007,Sim,2018/06/15 00:00:00+00,2023/06/15 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.bessahotel.com,infoboavista@bessahotel.com,"Rua Dr. Marques de Carvalho, 111",4100-325,Porto,"41,1622829493924 ; -8,64502440607541",Fiavel,Ramalde,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,746
9239066,3728.232421875,256.715039512987,7522,Torel Avantgarde,MAREC IMOB S A,MAJESTIKPROTAGONIST - ATIVIDADES HOTELEIRAS LDA,Hotel,5,47,86,27,20,0,0,0,NaoIntegra,,Não,Não,0,Sim,"Zonas de estar; Bar; Piscina exterior",2017,Sim,2018/08/06 00:00:00+00,2023/08/06 00:00:00+00,ProjetoAlteracoes,2018/12/12 00:00:00+00,Sim,Não,Não,,Não,,Não,,Não,,mmartino@marec.pt,"Rua da Restauração, n.ºs 336, 342 e 344",4050-501,Porto,"41,1453682264761 ; -8,62258350666004",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,7522
9239105,807.6181640625,138.061718705596,765,Porto Trindade Hotel,HOTEL METRO SOL EMPREENDIMENTOS TURISTICOS LDA,HOTEL METRO SOL EMPREENDIMENTOS TURISTICOS LDA,Hotel,4,54,106,54,0,0,0,0,NaoIntegra,,Não,Sim,25,Não,"Zona de estar; Bar",2009,Sim,2019/02/12 00:00:00+00,2024/02/12 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.portotrindadehotel.com,direccao@portotrindadehotel.com,"Rua de Camões, 129/131",4000-144,Porto,"41,1530072859882 ; -8,61038950431506",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,765
