,X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,Freguesia,Concelho,Distrito,lat,lon
86371,-8.60966999552527,41.1504000159595,161077204,120613,historical living 1,2021-10-25,2020-12-31,Apartamento,6,info@portocityhosts.com,Rua Rua Estêvão 10 R/C,4000-200,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.1504,-8.609689
86378,-8.60327996719393,41.1424900137941,161077211,120661,P.O.R.T.O AL - AP F,2021-10-27,2021-10-12,Apartamento,4,mariefrance.boulet@mfbconsultants.com,Rua Rua Corticeira 46 Piso 0 Apart F,4000-184,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14249,-8.60328
86379,-8.60327996719393,41.1424900137941,161077212,120662,P.O.R.T.O AL - AP G,2021-10-27,2021-10-12,Apartamento,4,mariefrance.boulet@mfbconsultants.com,Rua Rua Corticeira 46 piso -1 Apart G,4000-184,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14249,-8.60328
86381,-8.60427003729948,41.1425799935639,161077214,120664,P.O.R.T.O AL - AP M,2021-10-27,2021-10-12,Apartamento,4,mariefrance.boulet@mfbconsultants.com,Rua Rua Corticeira 2 piso 2 Apart M,4000-184,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142229,-8.603292
86382,-8.6256400344406,41.15209001727,161077215,120677,PortosDreams,2021-10-27,2021-11-01,Apartamento,4,raquel--machado@hotmail.com,Rua Rua Piedade 208/212 7°,4050-480,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.152339,-8.62559
86386,-8.6309900364551,41.1471899987721,161077219,120694,Flora Apartment,2021-10-28,2021-10-14,EstabelecimentoHospedagem,10,faraujof@hotmail.com,Rua Rua Flora 19 e 21,4050-261,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.147197,-8.630972
86387,-8.60585002656054,41.1481299868664,161077220,120695,Coolguesthouse,2021-10-28,2021-10-30,EstabelecimentoHospedagem,10,brupinto@sapo.pt,Rua Rua Formosa 247 2,4000-251,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148137,-8.605836
86389,-8.59677996980044,41.149480018399,161077222,120697,Charming Mezanine,2021-10-28,2021-10-13,Apartamento,2,conceicaogoncalves44@hotmail.com,Rua do  Bonfim 189 1º Frente,4300-075,Bonfim,Porto,Porto,41.149484,-8.59675
86394,-8.59846003677404,41.1467100084193,161077227,120744,Central Metro Duques,2021-10-30,2021-11-01,Apartamento,6,aldaresende.mkt@gmail.com,Rua Rua Duque Terceira 302 r/c esq,4000-534,Bonfim,Porto,Porto,41.146729,-8.598439
86395,-8.60836996173094,41.1529999980581,161077228,120745,Birds Apartments Porto,2021-10-30,2021-10-22,EstabelecimentoHospedagem,16,info.wonderexperience@gmail.com,Rua Largo Dr. Tito Fontes 135,4000-059,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153004,-8.608371
86421,-8.61448003369725,41.1442500034753,161077254,120863,"EMELINE & GERARD, LDA",2021-11-06,2021-10-18,Moradia,12,nannecy.dulin@gmail.com,Rua Rua Vitória 125/127,4050-634,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144257,-8.614473
86423,-8.59890997774703,41.1459900037875,161077256,120878,Nomad's Lux - 1BED Avenida Prime Bonfim,2021-11-06,2021-11-08,Apartamento,3,info@nomadcityflats.com,Avenida Avenida Rodrigues de Freitas 164 1 Frente,4000-416,Bonfim,Porto,Porto,41.146,-8.598898
86428,-8.60438998305118,41.1508899800629,161077261,120896,Firmeza,2021-11-09,2021-11-08,Apartamento,2,mfsantoslda@hotmail.com,Rua Rua Firmeza 191 1 Traseiras,4000-225,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150884,-8.604392
86437,-8.61127001631887,41.1452599815119,161077270,120931,Cardosas Apartments C,2021-11-11,2021-11-10,Apartamento,2,marina.cunha@pcinvest.pt,Praça Praça Almeida Garrett 10 1º esquerdo,4000-069,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145325,-8.611227
86448,-8.61310182760857,41.1441469834193,161077281,120980,Apartamentos Mizita,2021-11-12,2021-11-02,Apartamento,6,mizitaporto@gmail.com,Rua Rua Flores 144 1,4050-263,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144164,-8.613096
86449,-8.61310182760857,41.1441469834193,161077282,120981,Apartamentos Mizita,2021-11-12,2021-11-02,Apartamento,2,mizitaporto@gmail.com,Rua Rua Flores 144 3 esquerdo,4050-263,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144164,-8.613096
86451,-8.6033200320556,41.1536000170055,161077284,120996,Alegria Street - Porto,2021-11-13,2021-12-01,Apartamento,2,benjaminhellin@gmail.com,"Rua Rua da Alegria, 422 e 426 426 1ºF",4000-008,Bonfim,Porto,Porto,41.153621,-8.603292
86453,-8.60352002578394,41.1440599870611,161077286,120998,CF Herculano17,2021-11-13,2021-11-01,Moradia,4,casasftu@gmail.com,Rua 1a Rua do Bairro Herculano 17,4000-284,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144206,-8.604013
86458,-8.60799001029837,41.1442000060807,161077291,121031,Charm Apartments,2021-11-17,2021-11-13,EstabelecimentoHospedagem,4,rodrigo.pedro@nbrand.pt,Rua Rua Cativo 78 RC,4000-160,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144198,-8.607947
86463,-8.60359001352773,41.1494000132366,161077296,121061,M&D Bolhão Comfort,2021-11-18,2021-12-01,Apartamento,4,martaoliveira@i-wish.pt,Rua Rua Fernandes Tomás 424 3º S.12,4000-210,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149405,-8.603605
86466,-8.61995045038405,41.1497961472813,161077299,121064,MIGUEL BOMBARDA 1F,2021-11-18,2021-11-30,Apartamento,2,claudia.barbosa@lovelystay.com,Rua Rua Miguel Bombarda 250 1º FrD F,4050-377,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149894,-8.619952
86467,-8.60359001352773,41.1494000132366,161077300,121065,Casa da Ana Apartments,2021-11-18,2022-01-01,Apartamento,4,casadaanaapartments@gmail.com,Rua Rua Fernandes Tomás 424 5º sala 8,4000-210,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149318,-8.603387
86474,-8.61222999645564,41.1476399804909,161077307,121112,Almada 151 1ºT,2021-11-19,2021-11-04,Apartamento,2,claudia.barbosa@lovelystay.com,Rua Rua Almada 151b 1º Tras,4050-037,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147659,-8.612199
86477,-8.61222999645564,41.1476399804909,161077310,121115,Almada 151b 1ºF,2021-11-19,2021-11-04,Apartamento,2,claudia.barbosa@lovelystay.com,Rua Rua Almada 151b 1º Frente,4050-037,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147659,-8.612199
86487,-8.61310182760857,41.1441469834193,161077320,121163,Apartamentos Mizita,2021-11-20,2021-11-10,Apartamento,6,mizitaporto@gmail.com,Rua Rua Flores 144 2,4050-263,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144164,-8.613096
86488,-8.60405001203863,41.146910000937,161077321,121164,ALVARO'S LOFT,2021-11-20,2021-11-20,EstabelecimentoHospedagem,4,alvarofgmonteiro@gmail.com,Rua Rua Alegria 27 4 ZN,4000-041,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146913,-8.604036
86494,-8.60366000216983,41.1505700015599,161077327,121182,Cozzy@Alves da Veiga,2021-11-23,2021-11-08,Apartamento,4,finance@cozzy.pt,Rua Rua Doutor Alves da Veiga 205 2º Dto,4000-073,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150551,-8.603628
86498,-8.61350999692084,41.1422999963392,161077331,121213,MERCADORES 150,2021-11-24,2021-12-01,Apartamento,3,correia.65@sapo.pt,Rua Rua Mercadores 150 3 DIREITO,4050-374,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142304,-8.613493
86499,-8.63731996569733,41.1746300021762,161077332,121214,Guest SPA Prelada,2021-11-24,2021-11-15,Apartamento,2,luissousa165@gmail.com,Rua Rua Professor Rocha Pereira 165 R/C HAB-0-D,4250-007,Ramalde,Porto,Porto,41.174633,-8.637324
86503,-8.60150996089409,41.1451300205149,161077336,121245,Camarao Apartamento,2021-11-25,2021-11-10,Apartamento,6,avelinasaopedro@gmail.com,Largo Largo Camarão 27 3 Esquerdo,4000-137,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145161,-8.60166
86508,-8.61206998584229,41.1436700183667,161077341,121263,Souto Apartments Tawny,2021-11-26,2021-11-11,Apartamento,4,hello@soutoapartments.com,Rua Rua Souto 20 2,4050-595,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143685,-8.612075
86509,-8.60511996303421,41.1463199986615,161077342,121264,Plan C,2021-11-26,2021-11-11,Apartamento,2,planoc.contabilidade@hotmail.com,Rua Rua Santo Ildefonso 85 5º AB,4000-468,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146338,-8.605087
86520,-8.6260318310585,41.1522867946901,161077353,121312,HM Vilar Apartment,2021-11-27,2021-12-01,Apartamento,4,arq.gracadiogo@gmail.com,Rua Rua Piedade 204 9 Frt,4050-479,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.152378,-8.62572
86527,-8.6122871930881,41.146493019284,161077360,121332,Almada Patio,2021-11-30,2021-11-26,Apartamento,2,motapas@gmail.com,Rua Almada 55,4050-036,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146588,-8.612243
86538,-8.61223997045025,41.150300019688,161077371,121396,Downtown Prime Almada by Homing,2021-12-02,2021-10-25,Apartamento,2,porto@homing.com.pt,Rua Rua Doutor Ricardo Jorge 96 3 3.6,4050-514,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150371,-8.612233
86539,-8.60324995987018,41.1466300039357,161077372,121397,Porto Downtown apartment 2,2021-12-02,2021-11-01,Apartamento,2,portodowntownapartments@gmail.com,Rua Rua Santo Ildefonso 228 2 t,4000-465,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146594,-8.603238
86540,-8.61856998323577,41.1486399836768,161077373,121398,Santo António Charming Flat,2021-12-02,2021-11-17,Apartamento,2,santoantonioflat@gmail.com,Rua Rua Clemente Meneres 87 3º Dto,4050-202,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148654,-8.618602
86541,-8.6135600115226,41.1431360161206,161077374,121399,Mouzinho 160,2021-12-02,2021-12-03,Apartamento,4,ja.nettapus@gmail.com,Rua Rua Mouzinho da Silveira 160 1ºEsq - 1C,4050-416,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143143,-8.613467
86547,-8.60352002488561,41.1475899829753,161077380,121447,Roots Loft,2021-12-04,2021-12-16,Apartamento,2,roteirofrenetico@gmail.com,Rua Rua Formosa 112 1º 1.1 Centro,4000-250,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147597,-8.60351
86549,-8.61343003338584,41.1441399912979,161077382,121449,PORTO DE SONHAR,2021-12-04,2021-12-01,Apartamento,4,edumourao@m3wstudio.com,Rua Rua Flores 89 3º 3.3,4050-266,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144166,-8.613415
86560,-8.61219001334067,41.1493099914162,161077393,121513,CASA DA RUA ALMADA,2021-12-08,2022-01-01,Apartamento,6,virginie2gournay@gmail.com,Rua Rua Almada 293-295 3º TRS.,4050-037,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14934,-8.612172
86561,-8.61761997799191,41.1526000137151,161077394,121514,Heart Cedofeita,2021-12-08,2021-12-21,Apartamento,5,heartcedofeita@gmail.com,Rua Rua Bragas 348 1,4050-122,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152594,-8.617616
86563,-8.60796997696923,41.1451700020369,161077396,121516,Panoramic São Bento,2021-12-08,2021-12-06,Apartamento,2,sandrapbarral@gmail.com,Rua Rua Cimo de Vila 137 1 traseiras,4000-170,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145185,-8.607943
86569,-8.61393001411342,41.1506399902901,161077402,121546,House 68,2021-12-09,2021-11-24,Moradia,2,antoniolcribeiro@hotmail.com,Rua Rua Pinheiro 68,4050-483,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150668,-8.613932
86570,-8.61196001498355,41.14536001997,161077403,121547,Cardosas Block - Historic apartment 1F,2021-12-09,2022-02-01,Apartamento,5,maphouse.cg@gmail.com,Rua Rua Trindade Coelho 42 1 Frente,4050-618,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145388,-8.611984
86571,-8.61196001498355,41.14536001997,161077404,121548,Cardosas Block - Historic apartment 1T,2021-12-09,2022-02-01,Apartamento,4,maphouse.cg@gmail.com,Rua Rua Trindade Coelho 42 1 Tras,4050-618,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145388,-8.611984
86581,-8.60438998305118,41.1508899800629,161077414,121598,5 Minutes Walk Downtown Apartment,2021-12-11,2021-11-30,Apartamento,2,info@donamariaecompanhia.pt,Rua Rua Firmeza 191 1 frt,4000-225,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150884,-8.604392
86587,-8.6072399969862,41.1433399810679,161077420,121631,THE TWIN Apartments - I,2021-12-14,2021-12-09,Apartamento,2,geral@welcomeservices.pt,Rua Rua Sol 200 2º TRAS. DTO.,4000-528,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143348,-8.607294
86600,-8.62153335647482,41.1439670497037,161077433,121697,Miragaia River House 1 bedroom apartment,2021-12-17,2022-01-01,Apartamento,4,robertjbaxter@hotmail.com,Viela Viela Ilha do Ferro 12 3,4050-307,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143974,-8.62168
86625,-8.61456997122685,41.1498900193108,161077458,115045,Selina Corner Building,2021-03-30,2021-04-01,EstabelecimentoHospedagemHostel,46,hugo@selina.com,Rua Rua Conceição 65,4050-215,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14989,-8.614567
86626,-8.67443000429489,41.1539500039342,161077459,115046,Suites Foz O Porto,2021-03-30,2021-04-06,Apartamento,10,casadomercadodafoz@gmail.com,Jardim Jardim Antero de Figueiredo 42,4150-070,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.153976,-8.67446
86627,-8.61958997712177,41.1564100081592,161077460,115047,T2 Boavista 538 4E,2021-03-30,2021-04-01,Apartamento,4,renato.chainho@hostwise.pt,Rua Rua Boavista 534 4º E,4050-104,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156399,-8.619588
86643,-8.60514997035796,41.1511999846993,161077476,115131,Cozy & Tiny,2021-04-03,2021-05-01,Apartamento,2,gaspar.duarte.figueiras@gmail.com,Rua Rua Santa Catarina 574 rc,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151203,-8.605126
86644,-8.60411002668612,41.1487100150534,161077477,115132,T2 Alegria 135 4º,2021-04-03,2021-04-01,Apartamento,4,renato.chainho@hostwise.pt,Rua Rua Alegria 135 4º N/A,4000-042,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148731,-8.604097
86649,-8.59834000837736,41.1574799996872,161077482,115162,Póvoa Explore,2021-04-06,2021-04-08,Apartamento,10,cubolocal@gmail.com,Rua Rua Póvoa 685 2º Direito,4000-400,Bonfim,Porto,Porto,41.157478,-8.598339
86678,-8.61369003906673,41.1427599953524,161077511,115282,RIVER EYES AT PORTO APARTMENTS,2021-04-10,2021-03-26,Apartamento,4,brunof_pinto@hotmail.com,Travessa Travessa Bainharia 39 2º,4050-085,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142767,-8.613666
86684,-8.60199996672874,41.148710014377,161077517,115315,VogueIV,2021-04-13,2021-04-13,Apartamento,6,cubolocal@gmail.com,Rua Rua Dom João IV 244 1º Dto,4000-297,Bonfim,Porto,Porto,41.148732,-8.601978
86685,-8.598179997764,41.1431300142769,161077518,115316,Sao Victor 2F,2021-04-13,2021-04-20,Apartamento,2,claudia.barbosa@lovelystay.com,Rua Rua São Vítor 142 2 frente,4000-515,Bonfim,Porto,Porto,41.143215,-8.598094
86723,-8.60747997113456,41.146239993702,161077556,115498,Victorian Downtown Studio,2021-04-21,2020-11-01,Apartamento,2,traboulsy_mario@hotmail.com,Rua Rua 31 de Janeiro 223 2º,4000-543,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146268,-8.607431
86724,-8.61866000520704,41.1523799894618,161077557,115499,Oporto Center Downtown Apartment,2021-04-21,2021-01-15,Apartamento,4,marcio.coutinho@tbi-invest.com,Rua Rua Torrinha 36 2 FRT,4050-609,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152375,-8.618656
86739,-8.61707004195137,41.1502200148499,161077572,115580,RO_BOMBARDA10,2021-04-24,2021-04-26,Apartamento,4,priscilla.menezes@qualquerdestino.com,Rua Rua Miguel Bombarda 10 1,4050-179,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150211,-8.617095
86740,-8.60940998894607,41.1472599877281,161077573,115581,Porto Automatic Rooms,2021-04-24,2019-04-12,EstabelecimentoHospedagem,8,propriaprestige@gmail.com,Rua Rua Bonjardim 144 5,4000-114,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147219,-8.609435
86776,-8.63431128143536,41.1770903005178,161077609,115747,Oporto Wish,2021-05-01,2021-07-16,Apartamento,4,angela.borgesmacedo@gmail.com,Avenida Avenida Congostas 356 4 FE,4250-159,Ramalde,Porto,Porto,41.178788,-8.634398
86777,-8.62206003962422,41.1477199864481,161077610,115748,DM 2 HOUSING,2021-05-01,2021-07-01,Apartamento,2,sofiacarvalho.mail@gmail.com,Rua Rua Dom Manuel II 70 5º A,4050-342,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14774,-8.62208
86778,-8.6120254581503,41.1501478340692,161077611,115749,Shiny Porto,2021-05-01,2021-05-31,Apartamento,4,ruis@themajordhome.com,Rua Rua Almada 382 3 N,4050-033,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150029,-8.612032
86779,-8.61397996942634,41.1511400128493,161077612,115750,CASA NINA,2021-05-01,2021-04-14,Apartamento,2,ruis@themajordhome.com,Rua Rua Mártires da Liberdade 122 2 TrC,4050-361,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151142,-8.613964
86785,-8.59954091577504,41.146855051219,161077618,115783,Lazaro  apartment,2021-05-04,2021-05-01,Apartamento,4,fer.luz.moreira@gmail.com,Rua Rua Barão São Cosme 250 cave,4000-501,Bonfim,Porto,Porto,41.146871,-8.599481
86794,-8.60211999602374,41.1597900103935,161077627,115830,The Marquis,2021-05-05,2021-04-30,Apartamento,4,joao@lovelymemories.pt,Rua Rua Latino Coelho 302 1 Traseiras,4000-314,Bonfim,Porto,Porto,41.159809,-8.602102
86801,-8.61195004098894,41.1522499857592,161077634,115849,Alma D'Oporto,2021-05-06,2021-05-17,Apartamento,4,seko2010.dn@gmail.com,Rua Rua Almada 556 2º3º,4050-034,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152272,-8.611945
86802,-8.61196001498355,41.1518199943093,161077635,115850,Almada 516 - 2º Esquerdo,2021-05-06,2021-05-10,Apartamento,2,claudia.barbosa@lovelystay.com,Rua Rua Almada 516 2º  Esq,4050-034,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151839,-8.611965
86807,-8.60463004074287,41.1541499960125,161077640,115882,Sta Catarina 904 w/ balcony,2021-05-07,2021-05-17,Apartamento,4,claudia.barbosa@lovelystay.com,Rua Rua Santa Catarina 904 3º,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154153,-8.604623
86808,-8.61225497411214,41.1454199923717,161077641,115883,J&R Lóios,2021-05-07,2021-05-01,Apartamento,4,paula.stenzel@qualquerdestino.com,Largo Largo Lóios 78 4º traseiro,4050-338,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145443,-8.612384
86817,-8.61317759780785,41.1435762537882,161077650,115931,Oporto Collection Mouzinho da Silveira,2021-05-08,2021-05-10,Apartamento,3,jose.reina@oportocollection.com,Rua Rua Mouzinho da Silveira 157 a 167 3º Fracção K,4050-421,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143611,-8.613218
86818,-8.61317759780785,41.1435762537882,161077651,115932, Oporto Collection Mousinho da Silveira,2021-05-08,2021-05-10,Apartamento,2,jose.reina@oportocollection.com,Rua Rua Mouzinho da Silveira 157 a 167 3º Fracção L,4050-421,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143611,-8.613218
86830,-8.60463004074287,41.1541499960125,161077663,115983,Guest SPA Santa Catarina,2021-05-11,2021-11-15,Apartamento,2,pnalves.pa@gmail.com,Rua Rua Santa Catarina 904 1 -,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154153,-8.604623
86836,-8.61219495946462,41.1492200120872,161077669,116016,"Almada 2,3,4",2021-05-12,2021-05-05,Apartamento,3,licenciamentos@almada234.pt,Rua Almada 238,4050-038,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148429,-8.612093
86837,-8.61219495946462,41.1492200120872,161077670,116017,"Almada 2,3,4",2021-05-12,2021-05-05,Apartamento,4,licenciamentos@almada234.pt,Rua Almada 238,4050-038,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148429,-8.612093
86868,-8.61138996117222,41.1433300062129,161077701,129102,San Sebastian 2,2022-06-29,2022-06-08,Apartamento,2,marlene.nunes@guestready.com,Rua Rua Escura 41 2,4050-242,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143352,-8.611386
86871,-8.60848999102595,41.1513700115156,161077704,129118,CS Trindade Apartments 1F,2022-06-29,2022-06-01,Apartamento,4,jecerdeirasousa@gmail.com,Rua Rua Bonjardim 483 1º Frente,4000-126,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151376,-8.608483
86872,-8.61396002053883,41.1473200023614,161077705,129119,Porto Flat B,2022-06-29,2022-06-08,EstabelecimentoHospedagem,2,elencototallda@gmail.com,Rua Rua Cândido dos Reis 113 A 119 2 B,4050-152,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147325,-8.613955
86874,-8.61157000421641,41.1603500057699,161077707,129134,Legacy Oporto Premium Apartments - C,2022-06-29,2022-07-01,Apartamento,4,centralplaceinvest@gmail.com,Rua Rua Antero de Quental 248 1 FracaoC-2T,4050-052,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.160379,-8.611565
86875,-8.63162002047229,41.1767499951586,161077708,125709,Pátio do Porto,2022-04-16,2022-06-01,Apartamento,6,ibtneves@gmail.com,Travessa Travessa Senhora Porto 644-A R/C,4250-458,Ramalde,Porto,Porto,41.176753,-8.631581
86878,-8.60796997696923,41.1451700020369,161077711,125724,A casa da Rosario II,2022-04-16,2022-04-15,Apartamento,2,dionisiobarral@gmail.com,Rua Rua Cimo de Vila 137 1 frente,4000-170,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145185,-8.607943
86879,-8.62101003841448,41.1442699948458,161077712,125725,Monte Judeus 1B,2022-04-16,2022-05-31,Apartamento,4,claudia.barbosa@lovelystay.com,Rua Rua Monte dos Judeus 26 1º B,4050-410,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.1443,-8.620942
86880,-8.64276996188107,41.1582300130197,161077713,125726,Manuel Bandeira 89,2022-04-16,2022-04-10,Apartamento,6,fernandesmariahelena5@gmail.com,Rua Rua Manuel Bandeira 89 3 hab 32,4150-479,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.158211,-8.642698
86902,-8.6047300367087,41.1523200173384,161077735,125825,Santa Catarina Portrait Apartments,2022-04-20,2022-04-14,Apartamento,2,jmgreina@outlook.pt,Rua Rua Santa Catarina 706 3º Fracção K,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152317,-8.604733
